time,cs,freezing
0.000376,0,0
0.000378,0,0
0.00038,0,0
0.000381,0,0
0.000383,0,0
0.000385,0,0
0.000386,0,0
0.000388,0,0
0.000389,0,0
0.000391,0,0
0.000393,0,0
0.000394,0,0
0.000396,0,0
0.000398,0,0
0.000399,0,0
0.000401,0,0
0.000402,0,0
0.000404,0,0
0.000406,0,0
0.000407,0,0
0.000409,0,0
0.00041,0,0
0.000412,0,0
0.000414,0,0
0.000415,0,0
0.000417,0,0
0.000419,0,0
0.00042,0,0
0.000425,0,0
0.000427,0,0
0.000428,0,0
0.00043,0,0
0.000432,0,0
0.000433,0,0
0.000435,0,0
0.000436,0,0
0.000438,0,1
0.00044,0,1
0.000441,0,1
0.000443,0,1
0.000445,0,1
0.000446,0,1
0.000448,0,1
0.000449,0,1
0.000451,0,1
0.000453,0,1
0.000454,0,1
0.000456,0,1
0.000458,0,1
0.000459,0,1
0.000461,0,1
0.000462,0,1
0.000464,0,1
0.000465,0,1
0.000467,0,1
0.000469,0,1
0.00047,0,1
0.000472,0,1
0.000474,0,1
0.000475,0,1
0.000477,0,1
0.000478,0,1
0.00048,0,1
0.000482,0,0
0.000483,0,0
0.000485,0,0
0.000487,0,0
0.000488,0,0
0.00049,0,0
0.000493,0,0
0.000495,0,0
0.000496,0,0
0.000498,0,0
0.0005,0,0
0.000501,0,0
0.000503,0,0
0.000504,0,0
0.000506,0,0
0.000508,0,0
0.000509,0,0
0.000511,0,0
0.000513,0,0
0.000514,0,0
0.000516,0,0
0.000517,0,0
0.000519,0,0
0.000521,0,0
0.000522,0,0
0.000524,0,0
0.000525,0,0
0.000527,0,0
0.000529,0,0
0.000532,0,0
0.000535,0,0
0.000537,0,0
0.000538,0,0
0.00054,0,0
0.000542,0,0
0.000543,0,0
0.000545,0,0
0.000547,0,0
0.000548,0,0
0.00055,0,0
0.000551,0,0
0.000553,0,0
0.000555,0,0
0.000556,0,0
0.000558,0,0
0.00056,0,0
0.000564,0,0
0.000573,0,0
0.000574,0,0
0.000576,0,0
0.000577,0,0
0.000579,0,0
0.000581,0,0
0.000582,0,0
0.000584,0,0
0.000585,0,0
0.000587,0,0
0.000589,0,0
0.00059,0,0
0.000592,0,0
0.000594,0,0
0.000595,0,0
0.000597,0,0
0.000598,0,0
0.0006,0,0
0.000605,0,0
0.000607,0,0
0.000608,0,0
0.00061,0,0
0.000611,0,0
0.000613,0,0
0.000615,0,0
0.000616,0,0
0.000618,0,0
0.00062,0,0
0.000621,0,0
0.000623,0,0
0.000624,0,0
0.000626,0,0
0.000628,0,0
0.000634,0,0
0.000636,0,0
0.000637,0,0
0.000639,0,0
0.00064,0,0
0.000642,0,0
0.000644,0,0
0.000645,0,0
0.000647,0,0
0.000649,0,0
0.00065,0,0
0.000652,0,0
0.000653,0,0
0.000655,0,0
0.000666,0,0
0.000668,0,0
0.00067,0,0
0.000671,0,0
0.000837,0,0
0.000838,0,0
0.00084,0,0
0.000841,0,0
0.000843,0,0
0.000845,0,0
0.000846,0,0
0.000848,0,0
0.000853,0,0
0.000854,0,0
0.000856,0,0
0.000858,0,0
0.000859,0,0
0.000861,0,0
0.000863,0,0
0.000864,0,0
0.000866,0,0
0.000867,0,0
0.000869,0,0
0.000871,0,0
0.000872,0,0
0.000874,0,0
0.000875,0,0
0.000877,0,0
0.000879,0,0
0.00088,0,0
0.000882,0,0
0.000884,0,0
0.000885,0,0
0.000887,0,0
0.000888,0,0
0.00089,0,0
0.000892,0,0
0.000893,0,0
0.000895,0,0
0.000897,0,0
0.000898,0,0
0.0009,0,0
0.000901,0,0
0.000903,0,0
0.000905,0,0
0.000906,0,0
0.000908,0,0
0.00091,0,0
0.000911,0,0
0.000913,0,0
0.000914,0,0
0.000916,0,0
0.000918,0,0
0.000919,0,0
0.000921,0,0
0.000923,0,0
0.000924,0,0
0.000926,0,0
0.000927,0,0
0.000929,0,0
0.000931,0,0
0.000932,0,0
0.000934,0,0
0.000935,0,0
0.000937,0,0
0.000939,0,0
0.00094,0,0
0.000942,0,0
0.000944,0,0
0.000945,0,0
0.000947,0,0
0.000948,0,0
0.00095,0,0
0.000952,0,0
0.000953,0,0
0.000955,0,0
0.000957,0,0
0.000958,0,0
0.00096,0,0
0.000961,0,0
0.000963,0,0
0.000965,0,0
0.000966,0,0
0.000968,0,0
0.00097,0,0
0.000971,0,0
0.000973,0,0
0.000974,0,0
0.000976,0,0
0.000978,0,0
0.000979,0,0
0.000981,0,0
0.000983,0,0
0.000984,0,0
0.000986,0,0
0.000987,0,0
0.000989,0,0
0.00099,0,0
0.000992,0,0
0.000994,0,0
0.000995,0,0
0.000997,0,0
0.000999,0,0
0.001,0,0
0.001002,0,0
0.001003,0,0
0.001005,0,0
0.001007,0,0
0.001008,0,0
0.00101,0,0
0.001012,0,0
0.001013,0,0
0.001015,0,0
0.001016,0,0
0.001018,0,0
0.00102,0,0
0.001023,0,0
0.001025,0,0
0.001026,0,0
0.001028,0,0
0.001029,0,0
0.001031,0,0
0.001033,0,0
0.001034,0,0
0.001036,0,0
0.001038,0,0
0.001039,0,0
0.001041,0,0
0.001042,0,0
0.001044,0,0
0.001046,0,0
0.001047,0,0
0.001049,0,0
0.00105,0,0
0.001052,0,0
0.001054,0,0
0.001055,0,0
0.001057,0,0
0.001059,0,0
0.00106,0,0
0.001062,0,0
0.001063,0,0
0.001065,0,0
0.001067,0,0
0.001068,0,0
0.00107,0,0
0.001072,0,0
0.001073,0,0
0.001075,0,0
0.001076,0,0
0.001078,0,0
0.00108,0,0
0.001081,0,0
0.001083,0,0
0.001085,0,0
0.001086,0,0
0.001088,0,0
0.001089,0,0
0.001091,0,0
0.001093,0,0
0.001094,0,0
0.001096,0,0
0.001098,0,0
0.001099,0,0
0.001101,0,0
0.001102,0,0
0.001104,0,0
0.001106,0,0
0.001107,0,0
0.001109,0,0
0.00111,0,0
0.001112,0,0
0.001114,0,0
0.001115,0,0
0.001117,0,0
0.001119,0,0
0.00112,0,0
0.001122,0,0
0.001123,0,0
0.001125,0,0
0.001127,0,0
0.001128,0,0
0.00113,0,0
0.001132,0,0
0.001133,0,0
0.001135,0,0
0.001136,0,0
0.001138,0,0
0.00114,0,0
0.001141,0,0
0.001143,0,0
0.001145,0,0
0.001146,0,0
0.001148,0,0
0.001149,0,0
0.001151,0,0
0.001153,0,0
0.001154,0,0
0.001156,0,0
0.001158,0,0
0.001159,0,0
0.001161,0,0
0.001162,0,0
0.001164,0,0
0.001165,0,0
0.001167,0,0
0.001169,0,0
0.00117,0,0
0.001172,0,0
0.001174,0,0
0.001175,0,0
0.001177,0,0
0.001178,0,0
0.00118,0,0
0.001182,0,0
0.001183,0,0
0.001185,0,0
0.001187,0,0
0.001188,0,0
0.00119,0,0
0.001191,0,0
0.001193,0,1
0.001195,0,1
0.001196,0,1
0.001198,0,1
0.0012,0,1
0.001201,0,1
0.001203,0,1
0.001204,0,1
0.001206,0,1
0.001208,0,1
0.001209,0,1
0.001211,0,1
0.001213,0,1
0.001214,0,0
0.001216,0,0
0.001217,0,0
0.001219,0,0
0.001221,0,0
0.001222,0,0
0.001224,0,0
0.001225,0,0
0.001227,0,0
0.001229,0,0
0.00123,0,0
0.001232,0,0
0.001234,0,0
0.001235,0,0
0.001237,0,1
0.001238,0,1
0.00124,0,1
0.001242,0,1
0.001243,0,1
0.001245,0,1
0.001247,0,1
0.001248,0,1
0.00125,0,1
0.001251,0,1
0.001253,0,0
0.001255,0,0
0.001256,0,0
0.001258,0,0
0.00126,0,0
0.001261,0,0
0.001263,0,0
0.001264,0,0
0.001266,0,0
0.001268,0,0
0.001269,0,0
0.001271,0,0
0.001273,0,0
0.001274,0,0
0.001276,0,0
0.001277,0,0
0.001279,0,0
0.001281,0,0
0.001282,0,0
0.001284,0,0
0.001285,0,0
0.001287,0,0
0.001289,0,0
0.00129,0,0
0.001292,0,1
0.001294,0,1
0.001295,0,1
0.001297,0,1
0.001298,0,1
0.0013,0,1
0.001302,0,1
0.001303,0,1
0.001305,0,1
0.001307,0,1
0.001308,0,1
0.00131,0,1
0.001311,0,0
0.001313,0,0
0.001315,0,0
0.001316,0,0
0.001318,0,0
0.00132,0,0
0.001321,0,0
0.001323,0,0
0.001324,0,0
0.001326,0,0
0.001328,0,0
0.001329,0,0
0.001331,0,0
0.001333,0,0
0.001334,0,0
0.001336,0,0
0.001337,0,0
0.001339,0,0
0.00134,0,0
0.001342,0,0
0.001344,0,0
0.001345,0,0
0.001347,0,0
0.001349,0,0
0.00135,0,0
0.001352,0,0
0.001353,0,0
0.001355,0,0
0.001357,0,0
0.001358,0,0
0.00136,0,0
0.001362,0,0
0.001363,0,0
0.001365,0,0
0.001366,0,0
0.001368,0,0
0.00137,0,0
0.001371,0,0
0.001373,0,0
0.001375,0,0
0.001376,0,0
0.001378,0,0
0.001379,0,0
0.001381,0,0
0.001383,0,0
0.001384,0,0
0.001386,0,0
0.001388,0,0
0.001389,0,0
0.00139,1,0
0.001391,1,0
0.001392,1,0
0.001394,1,0
0.001396,1,0
0.001397,1,0
0.001399,1,0
0.0014,1,0
0.001402,1,0
0.001404,1,0
0.001405,1,0
0.001407,1,0
0.001409,1,0
0.00141,1,0
0.001412,1,0
0.001413,1,0
0.001415,1,0
0.001417,1,0
0.001418,1,0
0.00142,1,0
0.001422,1,0
0.001423,1,0
0.001425,1,0
0.001426,1,0
0.001428,1,0
0.00143,1,0
0.001431,1,0
0.001433,1,0
0.001435,1,0
0.001436,1,0
0.001438,1,0
0.001439,1,0
0.001441,1,0
0.001443,1,0
0.001444,1,0
0.001446,1,0
0.001448,1,0
0.001449,1,0
0.001451,1,0
0.001452,1,0
0.001454,1,0
0.001456,1,0
0.001457,1,0
0.001459,1,0
0.00146,1,0
0.001462,1,0
0.001464,1,0
0.001465,1,0
0.001467,1,0
0.001469,1,0
0.00147,1,0
0.001472,1,0
0.001473,1,0
0.001475,1,0
0.001477,1,0
0.001478,1,0
0.00148,1,0
0.001482,1,0
0.001483,1,0
0.001485,1,0
0.001486,1,0
0.001488,1,0
0.00149,1,0
0.001491,1,0
0.001493,1,0
0.001495,1,0
0.001496,1,0
0.001498,1,0
0.001499,1,0
0.001501,1,0
0.001503,1,0
0.001504,1,0
0.001506,0,0
0.001506,0,0
0.001508,0,0
0.001509,0,0
0.001511,0,0
0.001512,0,0
0.001514,0,0
0.001515,0,0
0.001517,0,0
0.001519,0,0
0.00152,0,0
0.001522,0,0
0.001524,0,0
0.001525,0,0
0.001527,0,0
0.001528,0,0
0.00153,0,0
0.001532,0,0
0.001533,0,0
0.001535,0,0
0.001537,0,0
0.001538,0,0
0.00154,0,0
0.001541,0,0
0.001543,0,0
0.001545,0,0
0.001546,0,0
0.001548,0,0
0.00155,0,0
0.001551,0,0
0.001553,0,0
0.001554,0,0
0.001556,0,0
0.001558,0,0
0.001559,0,0
0.001561,0,0
0.001563,0,0
0.001564,0,0
0.001566,0,0
0.001567,0,0
0.001569,0,0
0.001571,0,0
0.001572,0,0
0.001574,0,0
0.001575,0,0
0.001577,0,0
0.001579,0,0
0.00158,0,0
0.001582,0,0
0.001584,0,0
0.001585,0,0
0.001587,0,0
0.001588,0,0
0.00159,0,0
0.001592,0,0
0.001593,0,0
0.001595,0,0
0.001597,0,0
0.001598,0,0
0.0016,0,0
0.001601,0,0
0.001603,0,0
0.001605,0,0
0.001606,0,0
0.001608,0,0
0.00161,0,0
0.001611,0,0
0.001613,0,0
0.001614,0,0
0.001616,0,0
0.001618,0,0
0.001619,0,0
0.001621,0,0
0.001623,0,0
0.001624,0,0
0.001626,0,0
0.001627,0,0
0.001629,0,0
0.001631,0,0
0.001632,0,0
0.001634,0,0
0.001635,0,0
0.001637,0,0
0.001639,0,0
0.00164,0,0
0.001642,0,0
0.001644,0,0
0.001645,0,0
0.001647,0,0
0.001648,0,0
0.00165,0,0
0.001652,0,0
0.001653,0,0
0.001655,0,0
0.001657,0,0
0.001658,0,0
0.00166,0,0
0.001661,0,0
0.001663,0,0
0.001665,0,0
0.001666,0,0
0.001668,0,0
0.00167,0,0
0.001671,0,0
0.001673,0,0
0.001674,0,0
0.001676,0,0
0.001678,0,0
0.001679,0,0
0.001681,0,0
0.001683,0,0
0.001684,0,0
0.001686,0,0
0.001687,0,0
0.001689,0,0
0.00169,0,0
0.001692,0,0
0.001694,0,0
0.001695,0,0
0.001697,0,0
0.001699,0,0
0.0017,0,0
0.001702,0,0
0.001703,0,0
0.001705,0,0
0.001707,0,0
0.001708,0,0
0.00171,0,0
0.001712,0,0
0.001713,0,0
0.001715,0,0
0.001716,0,0
0.001718,0,0
0.00172,0,0
0.001721,0,0
0.001723,0,0
0.001725,0,0
0.001726,0,0
0.001728,0,0
0.001729,0,0
0.001731,0,0
0.001733,0,0
0.001734,0,0
0.001736,0,0
0.001738,0,0
0.001739,0,0
0.001741,0,0
0.001742,0,0
0.001744,0,0
0.001746,0,0
0.001747,0,0
0.001749,0,0
0.00175,0,0
0.001752,0,0
0.001754,0,0
0.001755,0,0
0.001757,0,0
0.001759,0,0
0.00176,0,0
0.001762,0,0
0.001763,0,0
0.001765,0,0
0.001767,0,0
0.001768,0,0
0.00177,0,0
0.001772,0,0
0.001773,0,0
0.001775,0,0
0.001776,0,0
0.001778,0,0
0.00178,0,0
0.001781,0,0
0.001783,0,0
0.001785,0,0
0.001786,0,0
0.001788,0,0
0.001789,0,0
0.001791,0,0
0.001793,0,0
0.001794,0,0
0.001796,0,0
0.001798,0,0
0.001799,0,0
0.001801,0,0
0.001802,0,0
0.001804,0,0
0.001806,0,0
0.001807,0,0
0.001809,0,0
0.00181,0,0
0.001812,0,0
0.001814,0,0
0.001815,0,0
0.001817,0,0
0.001819,0,0
0.00182,0,0
0.001822,0,0
0.001823,0,0
0.001825,0,0
0.001827,0,0
0.001828,0,0
0.00183,0,0
0.001832,0,0
0.001833,0,0
0.001835,0,0
0.001836,0,0
0.001838,0,0
0.00184,0,0
0.001841,0,0
0.001843,0,0
0.001845,0,0
0.001846,0,0
0.001848,0,0
0.001849,0,0
0.001851,0,0
0.001853,0,0
0.001854,0,0
0.001856,0,0
0.001858,0,0
0.001859,0,0
0.001861,0,0
0.001862,0,0
0.001864,0,0
0.001865,0,0
0.001867,0,0
0.001869,0,0
0.00187,0,0
0.001872,0,0
0.001874,0,0
0.001875,0,0
0.001877,0,0
0.001878,0,0
0.00188,0,0
0.001882,0,0
0.001883,0,0
0.001885,0,0
0.001887,0,0
0.001888,0,0
0.00189,0,0
0.001891,0,0
0.001893,0,0
0.001895,0,0
0.001896,0,0
0.001898,0,0
0.0019,0,0
0.001901,0,0
0.001903,0,0
0.001904,0,0
0.001906,0,0
0.001908,0,0
0.001909,0,0
0.001911,0,0
0.001913,0,0
0.001914,0,0
0.001916,0,0
0.001917,0,0
0.001919,0,0
0.001921,0,0
0.001922,0,0
0.001924,0,0
0.001929,0,0
0.00193,0,0
0.001932,0,0
0.001934,0,0
0.001935,0,0
0.001937,0,0
0.001938,0,0
0.00194,0,0
0.001942,0,0
0.001943,0,0
0.001945,0,0
0.001947,0,0
0.001948,0,0
0.00195,0,0
0.001951,0,0
0.001953,0,0
0.001955,0,0
0.001956,0,0
0.001958,0,0
0.00196,0,0
0.001961,0,0
0.001963,0,0
0.001964,0,0
0.001966,0,0
0.001968,0,0
0.001969,0,0
0.001971,0,0
0.001973,0,0
0.001974,0,0
0.001976,0,0
0.001977,0,0
0.001979,0,0
0.001981,0,0
0.001982,0,0
0.001984,0,0
0.001985,0,0
0.001987,0,0
0.001989,0,0
0.00199,0,0
0.001992,0,0
0.001994,0,0
0.001995,0,0
0.001997,0,0
0.001998,0,0
0.002,0,0
0.002002,0,0
0.002003,0,0
0.002005,0,0
0.002007,0,0
0.002008,0,0
0.00201,0,0
0.002011,0,0
0.002013,0,0
0.002015,0,0
0.002016,0,0
0.002018,0,0
0.00202,0,0
0.002021,0,0
0.002023,0,0
0.002024,0,0
0.002026,0,0
0.002028,0,0
0.002029,0,0
0.002031,0,0
0.002033,0,0
0.002034,0,0
0.002036,0,0
0.002037,0,0
0.002039,0,0
0.00204,0,0
0.002042,0,0
0.002044,0,0
0.002045,0,0
0.002047,0,0
0.002049,0,0
0.00205,0,0
0.002052,0,0
0.002053,0,0
0.002055,0,0
0.002057,0,0
0.002058,0,0
0.00206,0,0
0.002062,0,0
0.002063,0,0
0.002065,0,0
0.002066,0,0
0.002068,0,0
0.00207,0,0
0.002071,0,0
0.002073,0,0
0.002075,0,0
0.002076,0,0
0.002078,0,0
0.002079,0,0
0.002081,0,0
0.002083,0,0
0.002084,0,0
0.002086,0,0
0.002086,1,0
0.002088,1,0
0.002089,1,0
0.002091,1,0
0.002092,1,0
0.002094,1,0
0.002096,1,0
0.002097,1,0
0.002099,1,0
0.0021,1,0
0.002102,1,0
0.002104,1,0
0.002105,1,0
0.002107,1,0
0.002109,1,0
0.00211,1,0
0.002112,1,0
0.002113,1,0
0.002115,1,0
0.002117,1,0
0.002118,1,0
0.00212,1,0
0.002122,1,0
0.002123,1,0
0.002125,1,0
0.002126,1,0
0.002128,1,0
0.00213,1,0
0.002131,1,0
0.002133,1,0
0.002135,1,0
0.002136,1,0
0.002138,1,0
0.002139,1,0
0.002141,1,0
0.002143,1,0
0.002144,1,0
0.002146,1,0
0.002148,1,0
0.002149,1,0
0.002151,1,0
0.002152,1,0
0.002154,1,0
0.002156,1,0
0.002157,1,0
0.002159,1,0
0.00216,1,0
0.002162,1,0
0.002164,1,0
0.002165,1,0
0.002167,1,0
0.002169,1,0
0.00217,1,0
0.002172,1,0
0.002173,1,0
0.002175,1,0
0.002177,1,0
0.002178,1,0
0.00218,1,0
0.002182,1,0
0.002183,1,0
0.002185,1,0
0.002186,1,0
0.002188,1,0
0.00219,1,0
0.002191,1,0
0.002193,1,0
0.002195,1,0
0.002196,1,0
0.002198,1,0
0.002199,1,0
0.002201,1,0
0.002203,1,0
0.002204,1,0
0.002205,0,0
0.002206,0,0
0.002208,0,0
0.002209,0,0
0.002211,0,0
0.002212,0,0
0.002214,0,0
0.002215,0,0
0.002217,0,0
0.002219,0,0
0.00222,0,0
0.002222,0,0
0.002224,0,0
0.002225,0,0
0.002227,0,0
0.002228,0,0
0.00223,0,0
0.002232,0,0
0.002233,0,0
0.002235,0,0
0.002237,0,0
0.002238,0,0
0.00224,0,0
0.002241,0,0
0.002243,0,0
0.002245,0,0
0.002246,0,0
0.002248,0,0
0.00225,0,0
0.002251,0,0
0.002253,0,0
0.002254,0,0
0.002256,0,0
0.002258,0,0
0.002259,0,0
0.002261,0,0
0.002263,0,0
0.002264,0,0
0.002266,0,0
0.002267,0,0
0.002269,0,0
0.002271,0,0
0.002272,0,0
0.002274,0,0
0.002275,0,0
0.002277,0,0
0.002279,0,0
0.00228,0,0
0.002282,0,0
0.002284,0,0
0.002285,0,0
0.002287,0,0
0.002288,0,0
0.00229,0,0
0.002292,0,0
0.002293,0,0
0.002295,0,0
0.002297,0,0
0.002298,0,0
0.0023,0,0
0.002301,0,0
0.002303,0,0
0.002305,0,0
0.002306,0,0
0.002308,0,0
0.00231,0,0
0.002311,0,0
0.002313,0,0
0.002314,0,0
0.002316,0,0
0.002318,0,0
0.002319,0,0
0.002321,0,0
0.002323,0,0
0.002324,0,0
0.002326,0,0
0.002327,0,0
0.002329,0,0
0.002331,0,0
0.002332,0,0
0.002334,0,0
0.002335,0,0
0.002337,0,0
0.002339,0,0
0.00234,0,0
0.002342,0,0
0.002344,0,0
0.002345,0,0
0.002347,0,0
0.002348,0,0
0.00235,0,0
0.002352,0,0
0.002353,0,0
0.002355,0,0
0.002357,0,0
0.002358,0,0
0.00236,0,0
0.002361,0,0
0.002363,0,0
0.002365,0,0
0.002366,0,0
0.002368,0,0
0.00237,0,0
0.002371,0,0
0.002373,0,0
0.002374,0,0
0.002376,0,0
0.002378,0,0
0.002379,0,0
0.002381,0,0
0.002383,0,0
0.002384,0,0
0.002386,0,0
0.002387,0,0
0.002389,0,0
0.00239,0,0
0.002392,0,0
0.002394,0,0
0.002395,0,0
0.002397,0,0
0.002399,0,0
0.0024,0,0
0.002402,0,0
0.002403,0,0
0.002405,0,0
0.002407,0,0
0.002408,0,0
0.00241,0,0
0.002412,0,0
0.002413,0,0
0.002415,0,0
0.002416,0,0
0.002418,0,0
0.00242,0,0
0.002421,0,0
0.002423,0,0
0.002425,0,0
0.002426,0,0
0.002428,0,0
0.002429,0,0
0.002431,0,0
0.002433,0,0
0.002434,0,0
0.002436,0,0
0.002438,0,0
0.002439,0,0
0.002441,0,0
0.002442,0,0
0.002444,0,0
0.002446,0,0
0.002447,0,0
0.002449,0,0
0.00245,0,0
0.002452,0,0
0.002454,0,0
0.002455,0,0
0.002457,0,0
0.002459,0,0
0.00246,0,0
0.002462,0,0
0.002463,0,0
0.002465,0,0
0.002467,0,0
0.002468,0,0
0.00247,0,0
0.002472,0,0
0.002473,0,0
0.002475,0,0
0.002476,0,0
0.002478,0,0
0.00248,0,0
0.002481,0,0
0.002483,0,0
0.002485,0,0
0.002486,0,0
0.002488,0,0
0.002489,0,0
0.002491,0,0
0.002493,0,0
0.002494,0,0
0.002496,0,0
0.002498,0,0
0.002499,0,0
0.002501,0,0
0.002502,0,0
0.002504,0,0
0.002506,0,0
0.002507,0,0
0.002509,0,0
0.00251,0,0
0.002512,0,0
0.002514,0,0
0.002515,0,0
0.002517,0,0
0.002519,0,0
0.00252,0,0
0.002522,0,0
0.002523,0,0
0.002525,0,0
0.002527,0,0
0.002528,0,0
0.00253,0,0
0.002532,0,0
0.002533,0,0
0.002535,0,0
0.002536,0,0
0.002538,0,0
0.00254,0,0
0.002541,0,0
0.002543,0,0
0.002545,0,0
0.002546,0,0
0.002548,0,0
0.002549,0,0
0.002551,0,0
0.002553,0,0
0.002554,0,0
0.002556,0,0
0.002558,0,0
0.002559,0,0
0.002561,0,0
0.002562,0,0
0.002564,0,0
0.002565,0,0
0.002567,0,0
0.002569,0,0
0.00257,0,0
0.002572,0,0
0.002574,0,0
0.002575,0,0
0.002577,0,0
0.002578,0,0
0.00258,0,0
0.002582,0,0
0.002583,0,0
0.002585,0,0
0.002587,0,0
0.002588,0,0
0.00259,0,0
0.002591,0,0
0.002593,0,0
0.002595,0,0
0.002596,0,0
0.002598,0,0
0.0026,0,0
0.002601,0,0
0.002603,0,0
0.002604,0,0
0.002606,0,0
0.002608,0,0
0.002609,0,0
0.002611,0,0
0.002613,0,0
0.002614,0,0
0.002616,0,0
0.002617,0,0
0.002619,0,0
0.002621,0,0
0.002622,0,0
0.002624,0,0
0.002625,0,0
0.002627,0,0
0.002629,0,0
0.00263,0,0
0.002632,0,0
0.002634,0,0
0.002635,0,0
0.002637,0,0
0.002638,0,0
0.00264,0,0
0.002642,0,0
0.002643,0,0
0.002645,0,0
0.002647,0,0
0.002648,0,0
0.00265,0,0
0.002651,0,0
0.002653,0,0
0.002655,0,0
0.002656,0,0
0.002658,0,0
0.00266,0,0
0.002661,0,0
0.002663,0,0
0.002664,0,0
0.002666,0,0
0.002668,0,0
0.002669,0,0
0.002671,0,0
0.002673,0,0
0.002674,0,0
0.002676,0,0
0.002677,0,0
0.002679,0,0
0.002681,0,0
0.002682,0,0
0.002684,0,0
0.002685,0,0
0.002687,0,0
0.002689,0,0
0.00269,0,0
0.002692,0,0
0.002694,0,0
0.002695,0,0
0.002697,0,0
0.002698,0,0
0.0027,0,0
0.002702,0,0
0.002703,0,0
0.002705,0,0
0.002707,0,0
0.002708,0,0
0.00271,0,0
0.002711,0,0
0.002713,0,0
0.002715,0,0
0.002716,0,0
0.002718,0,0
0.00272,0,0
0.002721,0,0
0.002723,0,0
0.002724,0,0
0.002726,0,0
0.002728,0,0
0.002729,0,0
0.002731,0,0
0.002733,0,0
0.002734,0,0
0.002736,0,0
0.002737,0,0
0.002739,0,0
0.00274,0,0
0.002742,0,0
0.002744,0,0
0.002745,0,0
0.002747,0,0
0.002749,0,0
0.00275,0,0
0.002752,0,0
0.002753,0,0
0.002755,0,0
0.002757,0,0
0.002758,0,0
0.00276,0,0
0.002762,0,0
0.002763,0,0
0.002765,0,0
0.002766,0,0
0.002768,0,0
0.00277,0,0
0.002771,0,0
0.002773,0,0
0.002775,0,0
0.002776,0,0
0.002778,0,0
0.002779,0,0
0.002781,0,0
0.002783,0,0
0.002784,0,0
0.002786,0,0
0.002786,1,0
0.002788,1,0
0.002789,1,0
0.002791,1,0
0.002792,1,0
0.002794,1,0
0.002796,1,0
0.002797,1,0
0.002799,1,0
0.0028,1,0
0.002802,1,0
0.002804,1,0
0.002805,1,0
0.002807,1,0
0.002809,1,0
0.00281,1,0
0.002812,1,0
0.002813,1,0
0.002815,1,0
0.002817,1,0
0.002818,1,0
0.00282,1,0
0.002822,1,0
0.002823,1,0
0.002825,1,0
0.002826,1,0
0.002828,1,0
0.00283,1,0
0.002831,1,0
0.002833,1,0
0.002835,1,0
0.002836,1,0
0.002838,1,0
0.002839,1,0
0.002841,1,0
0.002843,1,0
0.002844,1,0
0.002846,1,0
